"key","message","comment","context"
"Meeting Nbr","Встреча с Нбром",,
"Meeting Nbr.","Встреча с Нбр.",,
"Meeting filters","Фильтры совещаний",,
"Meeting number historical","Номер совещания исторический",,
"Meeting reminder template","Шаблон напоминания о встрече",,
"Meeting's date changed template","Дата проведения собрания изменена шаблон",,
"Meeting's guest added template","Шаблон, добавленный гостем совещания",,
"Meeting's guest deleted template","Удаленный шаблон гостя совещания",,
"Meetings","Встречи",,
"Meetings number historical","Номер встречи исторический",,
"Meetings number target completed (%)","Целевой показатель числа завершенных заседаний (%)",,
"Memo","Записка",,
"Minutes","Минуты",,
"Mo","Мо",,
"Mobile N°","Мобильный N°",,
"Mobile phone","Мобильный телефон",,
"Month","Месяц",,
"Monthly","Ежемесячно",,
"Months","Месяцы",,
"My Best Open Deals","Мои лучшие открытые сделки",,
"My CRM events","Мои CRM-события",,
"My Calendar","Мой календарь",,
"My Calls","Мои звонки",,
"My Closed Opportunities","Мои закрытые возможности",,
"My Current Leads","Мои текущие ссылки",,
"My Key accounts","Мои ключевые клиенты",,
"My Leads","Мои ссылки",,
"My Meetings","Мои встречи",,
"My Open Opportunities","Мои открытые возможности",,
"My Opportunities","Мои возможности",,
"My Tasks","Мои задачи",,
"My Team Best Open Deals","Лучшие открытые сделки моей команды",,
"My Team Calls","Звонки моей команды",,
"My Team Closed Opportunities","Моя команда закрыла возможности",,
"My Team Key accounts","Ключевые клиенты моей команды",,
"My Team Leads","Руководители моей команды",,
"My Team Meetings","Собрания моей команды",,
"My Team Open Opportunities","Моя команда открывает возможности",,
"My Team Tasks","Задачи моей команды",,
"My Today Calls","Мои сегодняшние звонки",,
"My Today Tasks","Мои сегодняшние задачи",,
"My Upcoming Meetings","Мои предстоящие встречи",,
"My Upcoming Tasks","Мои ближайшие задачи",,
"My opportunities","Мои возможности",,
"My past events","Мои прошлые события",,
"My team opportunities","Возможности моей команды",,
"My upcoming events","Мои ближайшие события",,
"Name","Имя",,
"Negotiation","Переговоры",,
"New","Новый",,
"Next stage","Следующий этап",,
"Next step","Следующий шаг",,
"No lead import configuration found","Конфигурация импорта свинца не найдена",,
"No template created in CRM configuration for company %s, emails have not been sent","Нет шаблона, созданного в CRM конфигурации для % компании, электронная почта не была отправлена.",,
"Non-participant","Неучастник",,
"None","Нет",,
"Normal","Нормальный",,
"Not started","Не начал",,
"Objective","Цель",,
"Objective %s is in contradiction with objective's configuration %s","Объективные %s противоречат конфигурации объекта %s",,
"Objectives","Цели",,
"Objectives Configurations","Задачи Конфигурации Задачи Конфигурации",,
"Objectives Team Db","Цели Команда Db",,
"Objectives User Db","Задачи Пользователь Db",,
"Objectives configurations","Конфигурации целей",,
"Objectives team Dashboard","Задачи команды Приборная панель",,
"Objectives user Dashboard","Задачи пользователя Панель управления",,
"Objectives' generation's reporting :","Поколение отчетов о достижении целей :",,
"Office name","Название офиса",,
"On going","Продолжаем",,
"Open Cases by Agents","Открытые дела агентов",,
"Open Opportunities","Открытые возможности",,
"Operation mode",,,
"Opportunities","Возможности",,
"Opportunities By Origin By Stage","Возможности по происхождению по этапам",,
"Opportunities By Sale Stage","Возможности по этапам продаж",,
"Opportunities By Source","Возможности по источникам",,
"Opportunities By Type","Возможности по типу",,
"Opportunities Db 1","Возможности Db 1",,
"Opportunities Db 2","Возможности Db 2",,
"Opportunities Db 3","Возможности Db 3",,
"Opportunities Won By Lead Source","Возможности, выигранные от использования свинца",,
"Opportunities Won By Partner","Возможности, выигранные партнером",,
"Opportunities Won By Salesman","Возможности, выигранные продавцом",,
"Opportunities amount won historical","Возможности сумма выигранных исторических выигрышей",,
"Opportunities amount won target competed (%)","Количество выигранных возможностей Количество выигранных целевых показателей (%)",,
"Opportunities amount won target completed (%)","Количество выигранных возможностей целевой показатель выполнен (%)",,
"Opportunities created number historical","Созданные возможности имеют историческую значимость",,
"Opportunities created number target completed (%)","Целевое число созданных возможностей выполнено (%)",,
"Opportunities created won historical","Созданные возможности завоевали исторический успех",,
"Opportunities created won target completed (%)","Созданные возможности целевой показатель выполнен (%)",,
"Opportunities filters","Фильтры возможностей",,
"Opportunity","Возможность",,
"Opportunity Type","Тип возможностей",,
"Opportunity created","Созданные возможности",,
"Opportunity lost","Потерянная возможность",,
"Opportunity type","Тип возможностей",,
"Opportunity types","Типы возможностей",,
"Opportunity won","Выигранная возможность",,
"Optional participant","Необязательный участник",,
"Order by state","Государственный заказ",,
"Organization","Организация",,
"Outgoing","Отбывающий",,
"Parent event","Родительское мероприятие",,
"Parent lead is missing.","Родительский свинец пропал.",,
"Partner","Партнер",,
"Partner Details","Информация о партнере",,
"Pending","В ожидании",,
"Period type","Тип периода",,
"Periodicity must be greater than 0","Периодичность должна быть больше 0",,
"Picture","Фотография",,
"Pipeline","Трубопровод",,
"Pipeline by Stage and Type","Трубопровод по этапам и типам строительства",,
"Pipeline next 90 days","Трубопровод в ближайшие 90 дней",,
"Planned","Запланированный",,
"Please configure all templates in CRM configuration for company %s","Пожалуйста, настройте все шаблоны в конфигурации CRM для %s компании.",,
"Please configure informations for CRM for company %s","Пожалуйста, настройте информацию для CRM для %s компании.",,
"Please save the event before setting the recurrence","Пожалуйста, сохраните событие перед установкой рецидива.",,
"Please select a lead",,,
"Please select the Lead(s) to print.","Выберите Ссылку(ы) для печати.",,
"Postal code","Почтовый индекс",,
"Present","Подарок",,
"Previous stage","Предыдущий этап",,
"Previous step","Предыдущий шаг",,
"Primary address","Основной адрес",,
"Print","Печать",,
"Priority","Приоритет",,
"Probability (%)","Вероятность (%)",,
"Proposition","Предложение",,
"Qualification","Квалификация",,
"Realized","Реализован",,
"Recent lost deals","Последние проигранные сделки",,
"Recently created opportunities","Недавно созданные возможности",,
"Recurrence","Повторение",,
"Recurrence assistant","Помощник по повторениям",,
"Recurrence configuration","Повторяющаяся конфигурация",,
"Recurrence name","Повторяющееся имя",,
"Recurrent","Повторяющийся",,
"Recycle","Переработка",,
"Recycled","Вторичная переработка",,
"Reference","Ссылка",,
"References","Ссылки",,
"Referred by","Ссылаясь на",,
"Region","Регион",,
"Rejection of calls","Отклонение вызовов",,
"Rejection of e-mails","Отклонение электронных писем",,
"Related to","Связанный с",,
"Related to select","Связанные с выбором",,
"Reminded","Напомнил",,
"Reminder",,,
"Reminder Templates","Напоминания Шаблоны",,
"Reminder(s) treated","Напоминание(и) обработано(ы)",,
"Reminders","Напоминания",,
"Repeat every","Повторите каждый",,
"Repeat every:","Повторите все:",,
"Repeat the:","Повторите:",,
"Repetitions number","Номер повтора",,
"Reported","Сообщено",,
"Reportings","Отчеты",,
"Reports","Отчеты",,
"Required participant","Требуемый участник",,
"Sa","Са",,
"Sale quotations/orders","Продажа котировок/заказов",,
"Sales Stage","Этап продаж",,
"Sales orders amount won historical","Количество выигранных заказов на продажу за прошлые годы",,
"Sales orders amount won target completed (%)","Объем полученных заказов на продажу выполнен целевой показатель (%)",,
"Sales orders created number historical","Количество созданных заказов на продажу за прошлые периоды",,
"Sales orders created number target completed (%)","Целевой показатель количества созданных заказов на продажу выполнен (%)",,
"Sales orders created won historical","Созданные заказы на продажу завоевали исторический успех",,
"Sales orders created won target completed","Созданные заказы на продажу были успешно выполнены.",,
"Sales orders created won target completed (%)","Созданные заказы на продажу выполнены (%) целевой показатель выполнен",,
"Sales stage","Стадия продаж",,
"Salesman","Продавец",,
"Schedule Event","Расписание Событие",,
"Schedule Event (${ fullName })","Расписание мероприятий (${полное имя })",,
"Schedule Event(${ fullName})","Расписание мероприятия (${полное имя})",,
"Select Contact","Выберите Контакт",,
"Select Partner","Выберите партнера",,
"Select existing contact","Выбор существующего контакта",,
"Select existing partner","Выберите существующего партнера",,
"Send Email","Отправить электронную почту",,
"Send email","Отправить электронное письмо",,
"Sending date",,,
"Settings","Настройки",,
"Show Partner","Партнер выставки",,
"Show all events","Показать все события",,
"Some user groups",,,
"Source","Источник",,
"Source description","Описание источника",,
"Start","Начать",,
"Start date","Дата начала",,
"State","Государство",,
"Status","Статус",,
"Status description","Описание статуса",,
"Su","Су",,
"Take charge","Возьмите на себя ответственность",,
"Target","Цель",,
"Target User Dashboard","Целевая панель управления пользователя",,
"Target batch","Целевая партия",,
"Target configuration","Целевая конфигурация",,
"Target configurations","Целевые конфигурации",,
"Target page","Целевая страница",,
"Target team Dashboard","Целевая группа Приборная панель",,
"Target vs Real","Цель против реального",,
"Targets configurations","Конфигурации целей",,
"Task","Задача",,
"Task reminder template","Шаблон напоминания о задачах",,
"Tasks","Задачи",,
"Tasks filters","Задачи фильтров",,
"Team","Команда",,
"Th","*",,
"The end date must be after the start date","Дата окончания должна быть после даты старта.",,
"The number of repetitions must be greater than 0","Количество повторений должно быть больше 0.",,
"Title","Название",,
"To Date","На свидание",,
"Tools","Инструменты",,
"Trading name","Торговое название",,
"Treated objectives reporting","Отчетность по целям лечения",,
"Tu","Ту",,
"Type","Тип",,
"Type of need",,,
"UID (Calendar)","UID (календарь)",,
"Unassigned Leads","Назначенные ссылки",,
"Unassigned Opportunities","Неиспользованные возможности",,
"Unassigned opportunities","Неиспользованные возможности",,
"Upcoming events","Предстоящие мероприятия",,
"Urgent","Срочно",,
"User","Пользователь",,
"User %s does not have an email address configured nor is it linked to a partner with an email address configured.",,,
"User %s must have an active company to use templates","Пользователь %s должен иметь действующую компанию для использования шаблонов",,
"Validate","Подтвердить",,
"We","Мы",,
"Website","Веб-сайт",,
"Weekly","Еженедельно",,
"Weeks","Недели",,
"Win","Выиграть",,
"Worst case","В худшем случае",,
"Years","Годы",,
"You don't have the rights to delete this event","Вы не имеете права удалять это событие.",,
"You must choose a recurrence type","Вы должны выбрать тип повторения",,
"You must choose at least one day in the week","Вы должны выбрать по крайней мере один день в неделю",,
"amount","величина",,
"com.axelor.apps.crm.job.EventReminderJob","com.axelor.apps.crm.job.EventReminderJob",,
"com.axelor.apps.crm.service.batch.CrmBatchService","com.axelor.apps.crm.service.batch.CrmBatchService",,
"crm.New","Новый",,
"date","свидание",,
"every week's day","еженедельный день",,
"everyday","повседневный",,
"fri,","Фри,",,
"http://www.url.com","http://www.url.com",,
"important","значимый",,
"mon,","Мон.",,
"on","вперёд",,
"portal.daily.team.calls.summary.by.user","портал.ежедневные.звонки.команды.пользователей.по.обобщению.информации.о.вызове.пользователей.",,
"sat,","Садись.",,
"success","преуспевание",,
"sun,","Солнце.",,
"thur,","Тур.",,
"tues,","Tues,",,
"until the","пока",,
"value:CRM","значение:CRM",,
"warning","предостережение",,
"wed,","Свадьба.",,
"whatever@example.com","whatever@example.com",,
"www.url.com","www.url.com",,
