"key","message","comment","context"
"PickingStockMove.deliveryCondition","交货条件",,
"PickingStockMove.externalReference","客户参考",,
"PickingStockMove.lineNumber","行号",,
"PickingStockMove.manual","备注",,
"PickingStockMove.mark","标记",,
"PickingStockMove.note","备注",,
"PickingStockMove.qty","数量",,
"PickingStockMove.signaling","信号",,
"PickingStockMove.visa","签证",,
"PickingStockMove.weekCode","周代码",,
"PickingStockMove.withWithout","有&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;无",,
"Pickup default stock location","默认发货库存位置",,
"Plan","计划",,
"Planned","已计划",,
"Planned End Date","计划结束日期",,
"Planned Inventories","计划库存",,
"Planned Start Date","计划开始日期",,
"Planned move","计划移动",,
"Planned stock move","计划移库",,
"Planned stock move line list","计划移库行列表",,
"Planned stock move lines","计划移库行",,
"Please add a quality control default stock location for company %s in the app stock configuration","请为公司%s在库存应用配置中添加一个质量控制默认库存位置",,
"Please configure mass units for this product packing : %s","请为产品包装%s配置质量单位",,
"Please enter a valid split quantity","请输入有效的拆分数量",,
"Please fill all inventory lines","请填写所有库存行",,
"Please fill estimated delivery date for product %s from %s","请输入产品%s从%s的预计交货日期",,
"Please fill in the delivery (to) address to get the delivery itinerary.","请输入交货地址以获取交货路线。",,
"Please fill in the source (from) location address to get the delivery itinerary.","请输入来源地址以获取交货路线。",,
"Please fill printing settings on following stock moves: ${__repo__(StockMove).all().filter('self.id IN ?1 AND self.printingSettings IS NULL', id?:_ids).fetch()?.collect{it.stockMoveSeq}?.join(', ')}","请在以下移库上填写打印设置： ${__repo__(StockMove).all().filter('self.id IN ?1 AND self.printingSettings IS NULL', id?:_ids).fetch()?.collect{it.stockMoveSeq}?.join(', ')}",,
"Please fill printing settings on following stock moves: %s","请在以下移库上填写打印设置：%s",,
"Please fill the conformity for the product(s) : %s","请填写产品(s) 的符合性：%s",,
"Please fill the tracking number for the product(s) : %s","请输入产品(s) 的跟踪号：%s",,
"Please fill unit for the stock location line in %s for the product %s.","请为%s中的产品%s填写单位。",,
"Please fill unit for the stock location line with tracking number %s in %s for the product %s.","请为%s中跟踪号为%s的产品%s填写单位。",,
"Please filled supplier shipment date and supplier shipment reference.","请填写供应商发货日期和供应商发货参考。",,
"Please indicate a new quantity.","请指示一个新数量。",,
"Please select at least 2 stock moves","请选择至少 2 个移库",,
"Please select lines to split","请选择要拆分的行",,
"Please select the Stock Location(s) to print.","请选择要打印的库存位置",,
"Please select the StockMove(s) to print.","请选择要打印的移库",,
"Please select the stock move(s) to print","请选择要打印的移库",,
"Please set an economic area in AppStock.","请在 AppStock 中设置一个经济区域。",,
"Prepare","准备",,
"Prepare products to move","准备要移动的产品",,
"Price","价格",,
"Price history","价格历史",,
"Price used for WAP","用于 WAP 的价格",,
"Print","打印",,
"Print Incoming Move","打印入库单",,
"Print Internal Move","打印内部移动",,
"Print Outgoing Move","打印出库单",,
"Print Picking StockMove(s)","打印拣货单",,
"Print StockMove(s)","打印",,
"Print certificate of conformity","打印合格证",,
"Print packing list","打印包装清单",,
"Print picking order","打印拣货单",,
"Printing Type","打印类型",,
"Printing settings","打印设置",,
"Printing template","打印模板",,
"Printings","打印",,
"Product","产品",,
"Product Code","产品代码",,
"Product Name","产品名称",,
"Product cannot be null.","产品不能为空。",,
"Product category","产品类别",,
"Product code","产品代码",,
"Product deliveries in qty by country","按国家的产品交付数量",,
"Product deliveries in qty by country by accounting family","按国家和会计科目的产品交付数量",,
"Product description","产品描述",,
"Product model","产品型号",,
"Product name","产品名称",,
"Product quantity in other stock locations","其他库存位置的产品数量",,
"Product to pick","要拣选的产品",,
"Product tracking number","产品跟踪号",,
"Product type","产品类型",,
"Product's stocks %s (%s) are not in sufficient quantity to realize the delivery","产品%s(%s) 的库存不足以完成交付",,
"Product's stocks %s (%s) exceeds maximum stock rules.","产品%s(%s) 的库存超出最大库存规则。",,
"Product's stocks %s (%s), tracking number %s are not in sufficient quantity to realize the delivery","产品%s(%s) 的跟踪号为%s的库存不足以完成交付",,
"Production Qty by tracking","按跟踪号的生产数量",,
"Production Stock Move in Planned","计划中的生产入库移动",,
"Production Stock Move out Planned","计划中的生产出库移动",,
"Production stock move in realized","已实现的生产入库移动",,
"Production stock move out realized","已实现的生产出库移动",,
"Production tracking management","生产跟踪管理",,
"Products","产品",,
"Products to move","要移动的产品",,
"Products whose future quantity is less than the minimum quantity allowed","未来数量小于允许最小数量的产品",,
"Products.items","项目",,
"Profile","配置文件",,
"Provision","待处理状态",,
"Purchase Qty by tracking","按跟踪号的采购数量",,
"Purchase order","采购订单",,
"Purchase price","采购价格",,
"Purchase price in company currency, used for declaration of exchange.","以公司货币表示的采购价格，用于报关。",,
"Purchase tracking management","采购跟踪管理",,
"Purchase value","采购价值",,
"Qty","数量",,
"Qty to pick","要拣选的数量",,
"Quality control default stock location","质量控制默认库存位置",,
"Quality rating","质量评级",,
"Quantities","数量",,
"Quantity","数量",,
